seed,sample_size,instruments,null_kind,positive_rate,model,roc_auc,pr_auc,brier,log_loss,accuracy,balanced_accuracy,calibration_error,baseline_roc_auc,baseline_pr_auc,baseline_brier,baseline_log_loss,brier_improvement,log_loss_improvement
24,195,5,IID,0.517948717948718,regularized_logistic,0.5583526437750158,0.6184587436713599,0.2521290310954382,0.6974583626591905,0.517948717948718,0.5,0.05228694961174574,0.5,0.517948717948718,0.25070173502930837,0.694551072153637,-0.0014272960661298462,-0.0029072905055534948
25,195,5,IID,0.49743589743589745,regularized_logistic,0.5050494424573954,0.5344740158459467,0.25074861016820743,0.6946402158190271,0.48205128205128206,0.4842204923206396,0.04454032840854806,0.5,0.49743589743589745,0.25021725081830265,0.6935818027652826,-0.0005313593499047808,-0.0010584130537445446
26,195,5,IID,0.49230769230769234,regularized_logistic,0.5197811447811448,0.5361065250906414,0.2505800661219333,0.6943078664361384,0.49230769230769234,0.5,0.027849132207955263,0.5,0.49230769230769234,0.2507447473638307,0.6946377672496504,0.00016468124189739086,0.0003299008135120296
27,195,5,IID,0.49230769230769234,regularized_logistic,0.5054713804713804,0.5201780215812724,0.2513179663894067,0.6957956453433419,0.5076923076923077,0.5,0.037365028887257734,0.5,0.49230769230769234,0.2499812433997258,0.6931097094654176,-0.0013367229896808774,-0.002685935877924317
28,195,5,IID,0.4666666666666667,regularized_logistic,0.4946111580726965,0.4900176694948749,0.25291237340921735,0.6989800834630818,0.4666666666666667,0.5,0.06336182581647143,0.5,0.4666666666666667,0.24890376340413903,0.6909532126426648,-0.0040086100050783224,-0.008026870820416976
29,195,5,IID,0.517948717948718,regularized_logistic,0.5112702759637666,0.5729514301654525,0.25119049377423464,0.6955324846738627,0.48205128205128206,0.5,0.03860811544060039,0.5,0.517948717948718,0.24976478067387153,0.6926770139368137,-0.0014257131003631018,-0.0028554707370490595
30,195,5,IID,0.48717948717948717,regularized_logistic,0.5251578947368422,0.514412403604642,0.2524143194408277,0.6979892014785649,0.48717948717948717,0.5,0.0527106653978891,0.5,0.48717948717948717,0.24984954439499887,0.69284624529436,-0.002564775045828832,-0.005142956184204905
31,195,5,IID,0.517948717948718,regularized_logistic,0.42679587107646944,0.4945012084833866,0.2508309951116892,0.6948098243640098,0.48205128205128206,0.5,0.03296923487863063,0.5,0.517948717948718,0.24968288911188982,0.6925128312802669,-0.0011481059997993925,-0.002296993083742982
32,195,5,IID,0.4205128205128205,regularized_logistic,0.5046406216274553,0.43354551457239027,0.25262367904782823,0.698396411875758,0.4205128205128205,0.5,0.09477980712325057,0.5,0.4205128205128205,0.25653488009611225,0.7062387681833303,0.003911201048284019,0.007842356307572351
33,195,5,IID,0.517948717948718,regularized_logistic,0.4763008215715189,0.5124085241407277,0.25028599672070917,0.6937247917930467,0.517948717948718,0.5,0.021674705167204378,0.5,0.517948717948718,0.24972975434282726,0.6926066238096418,-0.0005562423778819048,-0.0011181679834049163
34,195,5,IID,0.5128205128205128,regularized_logistic,0.5236842105263159,0.5652374437450103,0.24972823283653994,0.6926034923951674,0.5128205128205128,0.5,0.002825017527149698,0.5,0.5128205128205128,0.2499111206849749,0.6929694182714555,0.00018288784843495387,0.0003659258762881423
35,195,5,IID,0.49230769230769234,regularized_logistic,0.5291456228956228,0.49856775365196,0.25369812504347405,0.7006199895232011,0.5076923076923077,0.5,0.06241675095669963,0.5,0.49230769230769234,0.2501697551134065,0.693486719915939,-0.003528369930067554,-0.007133269607262127
36,195,5,IID,0.4717948717948718,regularized_logistic,0.5881173490924441,0.5263397226828401,0.2511928725708121,0.695533986007595,0.4717948717948718,0.5,0.04785742986747177,0.5,0.4717948717948718,0.24923672370704675,0.6916200487065335,-0.001956148863765328,-0.0039139373010614875
37,195,5,IID,0.517948717948718,regularized_logistic,0.5167474194227932,0.5505446055253163,0.2529345807931495,0.6991039846107162,0.517948717948718,0.5,0.05707442301179633,0.5,0.517948717948718,0.25092422228410205,0.6949964891084266,-0.0020103585090474607,-0.004107495502289615
